"","V1","V2","V3","V4","V5"
"1",580.40512772277,17.704024463892,78.8421736820601,40.0415652012452,0.0146096433933968
"2",317.807508073747,93.1250490457751,27.1983207040466,53.122322387062,0.00781337619970639
"3",284.184854291379,45.452156055253,79.2167909001,25.4888072027825,0.0116317988065746
"4",282.789720594883,12.4427519971505,48.1990392901935,55.9319085860625,0.00644355758807122
"5",548.484336771071,96.5441317670047,41.4454189408571,30.5324091459624,0.0180726786974115
"6",285.558496415615,84.0598506759852,23.4770406386815,42.3407020885497,0.00729726134900925
"7",272.205399814993,70.4686575685628,74.3655455461703,29.5426718401723,0.0087440644849209
"8",229.714968241751,55.6560075143352,88.7885120161809,18.1663700123318,0.00595540961211839
"9",384.067439846694,23.4168497729115,63.8521087029949,15.3689860203303,0.00663004795480204
"10",329.898496810347,37.2791582625359,44.3561182380654,62.952829671558,0.00616216487785891
"11",203.57179986313,76.6763785202056,18.842433555983,16.8522994685918,0.00478457907931728
"12",408.401663694531,36.8015197641216,10.8763335924596,76.2587961694226,0.00874266346639037
"13",488.588866312057,28.5881521273404,77.103937829379,23.9726224238984,0.0118884470785268
"14",498.29886155203,72.4184911302291,17.5339858233929,92.3223161697388,0.0110267925980365
"15",524.276165105402,13.0798610229976,94.7664177999832,94.0799065493047,0.0119266439134868
"16",479.452776908875,95.5855254153721,97.1015471662395,89.1384134953842,0.00926032563612657
"17",356.067844759673,25.4047220246866,83.771240899805,63.2478631078266,0.010166529521699
"18",373.642861656845,52.6909149461426,43.5955281043425,26.7015099013224,0.006838877532231
"19",344.006760325283,26.0307100252248,57.2626846609637,64.4749432429671,0.00888881289485667
"20",328.666004724801,77.9403431154788,45.0737462984398,85.7660480658524,0.00823805206408039
"21",481.769744679332,50.4989191074856,28.182471471373,41.8078738288023,0.00824687582080768
"22",575.831439904869,73.4059211914428,72.4703497346491,95.9047810430638,0.0228139753725696
"23",251.486057043076,71.6688416432589,17.3337783874013,77.9392058588564,0.00846524032740364
"24",427.630763407797,91.6768667730503,83.0670713679865,72.1689440612681,0.00808724989724086
"25",578.613602835685,39.1647776239552,81.624040780589,49.4075500313193,0.0089206876324547
"26",215.296570863575,44.0156826516613,51.9985281489789,84.0453471546061,0.007801074305111
"27",420.282515883446,10.0778073212132,65.4690203629434,35.5932437372394,0.0128481924910719
"28",494.285793788731,45.6404744950123,51.1031328723766,23.0122471763752,0.00699673968519304
"29",418.376161903143,22.2021673317067,97.1604874939658,32.5417314213701,0.00952843887452648
"30",459.040602110326,21.1853698058985,69.3868784583174,71.1415242124349,0.00718686838418045
"31",310.529473610222,77.3725484893657,45.9842833783478,32.2829520632513,0.00673792390649884
"32",530.80577775836,71.8938854965381,93.1356978137046,64.5059050922282,0.00956796154704067
"33",243.062337022275,52.8163551772013,46.0159900854342,39.497264274396,0.00574838459960789
"34",407.860945817083,79.7027019807138,33.3487711916678,56.686065797694,0.0072936971298335
"35",444.849837291986,11.3355824886821,82.2544987034053,54.8631834727712,0.0120431609554426
"36",599.306507129222,35.7957138470374,40.5396796413697,42.6881115860306,0.0167653353608485
"37",506.515208631754,17.2856085118838,21.3412634609267,42.7437014156021,0.00846910518524791
"38",202.004955988377,33.1559021747671,54.2673417413607,85.4983206908219,0.00700282503510609
"39",427.349469158798,24.1463265754282,30.6370988022536,96.2421821500175,0.0151424702453755
"40",344.896389078349,55.6426633987576,41.0750032984652,80.4596519377083,0.00625310364864036
"41",235.365352407098,61.076421183534,89.8820473742671,75.2722492674366,0.00738599757528604
"42",520.6727466546,46.2309508025646,12.1006317948923,71.5329927857965,0.00716261407289139
"43",367.304700985551,64.4461737223901,46.0892968694679,32.1381247206591,0.00593433404704726
"44",345.77326271683,88.6253450904042,99.7381313238293,58.8040795642883,0.00783606955491772
"45",354.738750867546,91.3947152951732,70.5873002228327,11.679347618483,0.00630325648956537
"46",386.25503461808,84.2142888973467,37.3496077605523,90.7543180487119,0.00767646859107987
"47",455.871313810349,65.7784574711695,75.0910442764871,49.2231388576329,0.00716060686645269
"48",553.436120692641,14.3985757697374,55.3177219908684,39.9372184905224,0.0120894525771247
"49",511.766182910651,58.6633291793987,77.9861059598625,14.359443555586,0.0165005073325824
"50",460.931013524532,87.3811193322763,34.1863870969974,21.2435831082985,0.0131587528147487
"51",579.026728961617,27.8008540649898,10.0142656639218,86.8941870215349,0.0105789843513937
"52",399.524178635329,88.6033323267475,92.6148589025252,65.4951405525208,0.00882495650113318
"53",316.829330381006,40.6805693544447,57.134145158343,17.9454967216589,0.00739444682921315
"54",296.502305753529,76.2555439490825,22.0509750442579,12.3520318302326,0.00769259551127326
"55",300.129118934274,16.127867042087,83.0935968854465,11.4876974141225,0.0109866898990087
"56",213.612861093134,30.5977506912313,60.4581699729897,44.135045458097,0.00643211396611024
